TimeT,CPU usage,Used memory,Number of bytes received,Number of bytes transmitted,Overall status
08-30T18:12,1836000000.0,75515822080.0,872448.0,757248.0,1.0
08-30T18:14,3852500000.0,75561959424.0,971776.0,241152.0,1.0
08-30T18:16,2160000000.0,75551473664.0,1028096.0,243200.0,1.0
08-30T18:18,2089000000.0,75459198976.0,842240.0,303616.0,1.0
08-30T18:20,2744000000.0,75486461952.0,1080320.0,341504.0,1.0
08-30T18:22,1761000000.0,75541512192.0,2207744.0,380416.0,1.0
08-30T18:24,2883500000.0,75501142016.0,1287168.0,317440.0,1.0
08-30T18:26,1871500000.0,75511627776.0,4012032.0,525312.0,1.0
08-30T18:28,1980500000.0,75463917568.0,4454400.0,332800.0,1.0
08-30T18:30,2874000000.0,75510579200.0,4237312.0,377856.0,1.0
08-30T18:32,2248500000.0,75504287744.0,4009472.0,310272.0,1.0
08-30T18:34,2573500000.0,75463393280.0,4277760.0,253952.0,1.0
08-30T18:36,2050500000.0,75524210688.0,3749376.0,257024.0,1.0
08-30T18:38,2199000000.0,75510579200.0,6377984.0,259072.0,1.0
08-30T18:40,3899500000.0,75567726592.0,4350464.0,1137152.0,1.0
08-30T18:42,1815000000.0,75464441856.0,6605312.0,316416.0,1.0
08-30T18:44,3709000000.0,75463917568.0,4588544.0,1264128.0,1.0
08-30T18:46,2108000000.0,75544133632.0,3632128.0,287232.0,1.0
08-30T18:48,2019500000.0,75523686400.0,973824.0,374784.0,1.0
08-30T18:50,2769500000.0,75423547392.0,1520640.0,273920.0,1.0
08-30T18:52,1838500000.0,75465490432.0,878592.0,330752.0,1.0
08-30T18:54,2944500000.0,75506384896.0,1352192.0,319488.0,1.0
08-30T18:56,2319000000.0,75563008000.0,908800.0,358400.0,1.0
08-30T18:58,1551500000.0,75459723264.0,904192.0,283136.0,1.0
08-30T19:00,2566500000.0,75480170496.0,1525760.0,3174400.0,1.0
08-30T19:02,2272500000.0,75521064960.0,944640.0,494592.0,1.0
08-30T19:04,2212000000.0,75536793600.0,1162752.0,804352.0,1.0
08-30T19:06,3570500000.0,75528404992.0,860672.0,601600.0,1.0
08-30T19:08,2452000000.0,75636932608.0,5012992.0,572416.0,1.0
08-30T19:10,3815000000.0,75485937664.0,1681920.0,446464.0,1.0
08-30T19:12,2555500000.0,75513724928.0,881664.0,673792.0,1.0
08-30T19:14,2152500000.0,75421450240.0,1014784.0,270848.0,1.0
08-30T19:16,3094500000.0,75501666304.0,899584.0,327168.0,1.0
08-30T19:18,2184000000.0,75486461952.0,846336.0,1045504.0,1.0
08-30T19:20,2213500000.0,75536793600.0,1183232.0,374784.0,1.0
08-30T19:22,2075500000.0,75451334656.0,1185280.0,345088.0,1.0
08-30T19:24,1642500000.0,75492229120.0,1184256.0,202240.0,1.0
08-30T19:26,3143000000.0,75531550720.0,1046016.0,508928.0,1.0
08-30T19:28,2309500000.0,75530502144.0,3161088.0,318976.0,1.0
08-30T19:30,3339500000.0,75489083392.0,4228608.0,259072.0,1.0
08-30T19:32,2019500000.0,75481219072.0,3785728.0,325120.0,1.0
08-30T19:34,2995500000.0,75494850560.0,7036928.0,310272.0,1.0
08-30T19:36,2997000000.0,75522637824.0,6694912.0,439808.0,1.0
08-30T19:38,2617500000.0,75479121920.0,3824128.0,1598464.0,1.0
08-30T19:40,2668000000.0,75478597632.0,4139008.0,434176.0,1.0
08-30T19:42,2731000000.0,75521064960.0,6813696.0,455168.0,1.0
08-30T19:44,1979000000.0,75560910848.0,4058624.0,299520.0,1.0
08-30T19:46,2386500000.0,75518967808.0,6892032.0,316416.0,1.0
08-30T19:48,1892000000.0,75471781888.0,3492864.0,268800.0,1.0
08-30T19:50,2724500000.0,75492753408.0,1042432.0,296960.0,1.0
08-30T19:52,2296500000.0,75521064960.0,812032.0,284672.0,1.0
08-30T19:54,2107000000.0,75493277696.0,1133568.0,268288.0,1.0
08-30T19:56,2675000000.0,75468111872.0,1059328.0,396800.0,1.0
08-30T19:58,2354000000.0,75512676352.0,926720.0,421376.0,1.0
08-30T20:00,4170000000.0,75496423424.0,99064832.0,63034368.0,1.0
08-30T20:02,3365000000.0,75550425088.0,55870464.0,47135232.0,1.0
08-30T20:04,5201500000.0,75546230784.0,44214784.0,27276288.0,1.0
08-30T20:06,4816500000.0,75563532288.0,10085888.0,5663744.0,1.0
08-30T20:08,3996000000.0,75688312832.0,8404992.0,6832640.0,1.0
08-30T20:10,4079500000.0,75701944320.0,1781760.0,1795584.0,1.0
08-30T20:12,3358000000.0,75546755072.0,1167872.0,1776128.0,1.0
08-30T20:14,2368000000.0,75579785216.0,11150336.0,432640.0,1.0
08-30T20:16,2863000000.0,75599708160.0,1061888.0,323584.0,1.0
08-30T20:18,1970000000.0,75647942656.0,903168.0,485376.0,1.0
08-30T20:20,2695000000.0,75579785216.0,1094144.0,331776.0,1.0
08-30T20:22,1987500000.0,75618582528.0,932352.0,273920.0,1.0
08-30T20:24,2653500000.0,75602853888.0,1127936.0,227840.0,1.0
08-30T20:26,3037500000.0,75645845504.0,951808.0,415744.0,1.0
08-30T20:28,2657000000.0,75528929280.0,1025024.0,978432.0,1.0
08-30T20:30,2655500000.0,75574018048.0,3061760.0,233806848.0,1.0
08-30T20:32,2582000000.0,75603378176.0,3577856.0,1151488.0,1.0
08-30T20:34,2699000000.0,75593940992.0,3750912.0,473600.0,1.0
08-30T20:36,2152500000.0,75582930944.0,1011712.0,1211392.0,1.0
08-30T20:38,1767500000.0,75588173824.0,866816.0,906752.0,1.0
08-30T20:40,2947000000.0,75624349696.0,3426816.0,241236992.0,1.0
08-30T20:42,2234500000.0,75618058240.0,6894080.0,751616.0,1.0
08-30T20:44,2677000000.0,75582930944.0,7139840.0,710656.0,1.0
08-30T20:46,2119500000.0,75613863936.0,3833344.0,485376.0,1.0
08-30T20:48,2822500000.0,75609145344.0,5691392.0,399360.0,1.0
08-30T20:50,2654000000.0,75609145344.0,3393536.0,238301696.0,1.0
08-30T20:52,2821000000.0,75551997952.0,3601920.0,1361920.0,1.0
08-30T20:54,2895000000.0,75579785216.0,5505024.0,238641152.0,1.0
08-30T20:56,2945000000.0,75569299456.0,3719168.0,401408.0,1.0
08-30T20:58,2225500000.0,75598135296.0,6804992.0,570880.0,1.0
08-30T21:00,2882000000.0,75545182208.0,6415872.0,238384128.0,1.0
08-30T21:02,1806000000.0,75569299456.0,3794432.0,434176.0,1.0
08-30T21:04,2759000000.0,75602329600.0,5595648.0,242263040.0,1.0
08-30T21:06,2291500000.0,75643748352.0,6613504.0,620032.0,1.0
08-30T21:08,2267500000.0,75731304448.0,7127040.0,377344.0,1.0
08-30T21:10,2960000000.0,75597086720.0,5494272.0,239989760.0,1.0
08-30T21:12,2354000000.0,75613863936.0,905728.0,330240.0,1.0
08-30T21:14,2852000000.0,75619106816.0,3091456.0,239270400.0,1.0
08-30T21:16,2263500000.0,75562483712.0,1215488.0,469504.0,1.0
08-30T21:18,2751000000.0,75575590912.0,929792.0,483328.0,1.0
08-30T21:20,2800000000.0,75574542336.0,2862592.0,226488832.0,1.0
08-30T21:22,3135000000.0,75620679680.0,1298432.0,591360.0,1.0
08-30T21:24,2977500000.0,75566678016.0,2860544.0,226963456.0,1.0
08-30T21:26,2147500000.0,75564580864.0,1170432.0,525312.0,1.0
08-30T21:28,2085000000.0,75589222400.0,834560.0,271872.0,1.0
08-30T21:30,2842500000.0,75627495424.0,2979328.0,218834944.0,1.0
08-30T21:32,1591500000.0,75572445184.0,932864.0,291328.0,1.0
08-30T21:34,3313000000.0,75593940992.0,3242496.0,226676736.0,1.0
08-30T21:36,2445000000.0,75621728256.0,972288.0,2842112.0,1.0
08-30T21:38,2078000000.0,75609669632.0,856064.0,1917440.0,1.0
08-30T21:40,2746500000.0,75544133632.0,2848768.0,227652096.0,1.0
08-30T21:42,2034000000.0,75545706496.0,935424.0,329728.0,1.0
08-30T21:44,3038000000.0,75570348032.0,8510464.0,220811264.0,1.0
08-30T21:46,2830000000.0,75621728256.0,893952.0,313344.0,1.0
08-30T21:48,2813000000.0,75547279360.0,1163776.0,1603072.0,1.0
08-30T21:50,2833000000.0,75569823744.0,10568704.0,227090432.0,1.0
08-30T21:52,3203500000.0,75577688064.0,3909632.0,1093120.0,1.0
08-30T21:54,2529000000.0,75657904128.0,5640192.0,230141440.0,1.0
08-30T21:56,2822500000.0,75558289408.0,3578368.0,438272.0,1.0
08-30T21:58,1778500000.0,75548327936.0,4761600.0,338432.0,1.0
08-30T22:00,2822000000.0,75590270976.0,5906944.0,220259840.0,1.0
08-30T22:02,2260500000.0,75642699776.0,7253504.0,1584640.0,1.0
08-30T22:04,2025500000.0,75586076672.0,5423104.0,215971840.0,1.0
08-30T22:06,2889000000.0,75532075008.0,3648000.0,455168.0,1.0
08-30T22:08,2388500000.0,75734974464.0,3276288.0,547328.0,1.0
08-30T22:10,2841500000.0,75609669632.0,2904064.0,229938688.0,1.0
08-30T22:12,3407500000.0,75594465280.0,835584.0,353792.0,1.0
08-30T22:14,1997500000.0,75543609344.0,2928128.0,230479360.0,1.0
08-30T22:16,3503500000.0,75547803648.0,935424.0,382976.0,1.0
08-30T22:18,2326000000.0,75593416704.0,884224.0,470016.0,1.0
08-30T22:20,3198000000.0,75558813696.0,2787328.0,229955072.0,1.0
08-30T22:22,1946500000.0,75538366464.0,903168.0,433664.0,1.0
08-30T22:24,2197000000.0,75566153728.0,2766336.0,229953024.0,1.0
08-30T22:26,3218000000.0,75601281024.0,2190848.0,482816.0,1.0
08-30T22:28,2135000000.0,75582930944.0,919552.0,351744.0,1.0
08-30T22:30,2758000000.0,75524210688.0,2903040.0,229095936.0,1.0
08-30T22:32,2406000000.0,75582930944.0,930816.0,1682944.0,1.0
08-30T22:34,2459000000.0,75599708160.0,2870272.0,230088704.0,1.0
08-30T22:36,3155000000.0,75566678016.0,911360.0,453120.0,1.0
08-30T22:38,2254000000.0,75511627776.0,932352.0,2184704.0,1.0
08-30T22:40,2710000000.0,75550425088.0,2898944.0,233040896.0,1.0
08-30T22:42,3221500000.0,75597611008.0,854016.0,276992.0,1.0
08-30T22:44,2084000000.0,75608621056.0,8300032.0,225343488.0,1.0
08-30T22:46,3105500000.0,75550949376.0,1582080.0,495616.0,1.0
08-30T22:48,1874000000.0,75549900800.0,1041408.0,289792.0,1.0
08-30T22:50,3238500000.0,75592368128.0,5688832.0,231543808.0,1.0
08-30T22:52,2230500000.0,75625398272.0,7112192.0,418304.0,1.0
08-30T22:54,1938500000.0,75561435136.0,5547008.0,234663936.0,1.0
08-30T22:56,2928500000.0,75545182208.0,3632128.0,541184.0,1.0
08-30T22:58,1819000000.0,75556716544.0,6898176.0,411136.0,1.0
08-30T23:00,2965000000.0,75603902464.0,5989888.0,248693248.0,1.0
08-30T23:02,2088000000.0,75566153728.0,7089152.0,408064.0,1.0
08-30T23:04,1826000000.0,75523686400.0,5355520.0,221130240.0,1.0
08-30T23:06,3580000000.0,75571920896.0,3227136.0,345088.0,1.0
08-30T23:08,2654500000.0,75702468608.0,3366400.0,354816.0,1.0
08-30T23:10,3531000000.0,75662098432.0,2838528.0,236770816.0,1.0
08-30T23:12,1828500000.0,75557765120.0,869376.0,497152.0,1.0
08-30T23:14,3199000000.0,75601805312.0,2957312.0,232855552.0,1.0
08-30T23:16,2850500000.0,75608096768.0,1055232.0,547328.0,1.0
08-30T23:18,2194000000.0,75599183872.0,904704.0,291840.0,1.0
08-30T23:20,2628000000.0,75536269312.0,2878976.0,237104640.0,1.0
08-30T23:22,2164000000.0,75537317888.0,842752.0,470528.0,1.0
08-30T23:24,2441000000.0,75574542336.0,2909184.0,235763712.0,1.0
08-30T23:26,2772500000.0,75568250880.0,901120.0,523264.0,1.0
08-30T23:28,1885500000.0,75553046528.0,730112.0,275968.0,1.0
08-30T23:30,2725500000.0,75552522240.0,2972672.0,226541056.0,1.0
08-30T23:32,2776000000.0,75591319552.0,784384.0,733184.0,1.0
08-30T23:34,1991000000.0,75546230784.0,2724352.0,223955968.0,1.0
08-30T23:36,1854000000.0,75520016384.0,839168.0,384000.0,1.0
08-30T23:38,2584000000.0,75554095104.0,871936.0,1686016.0,1.0
08-30T23:40,3226000000.0,75587649536.0,2991616.0,238866944.0,1.0
08-30T23:42,2146000000.0,75504812032.0,947712.0,331264.0,1.0
08-30T23:44,2776000000.0,75512152064.0,8421888.0,225439232.0,1.0
08-30T23:46,1948500000.0,75528929280.0,1299456.0,1083904.0,1.0
08-30T23:48,2330500000.0,75590795264.0,3541504.0,370176.0,1.0
08-30T23:50,2845500000.0,75501142016.0,5684736.0,236718080.0,1.0
08-30T23:52,2758000000.0,75573493760.0,3664384.0,606720.0,1.0
08-30T23:54,2926500000.0,75539415040.0,5576192.0,238003200.0,1.0
08-30T23:56,2771000000.0,75557240832.0,3547136.0,1039360.0,1.0
08-30T23:58,2036000000.0,75536793600.0,3539968.0,350208.0,1.0
08-29T00:00,3413000000.0,75518443520.0,2820096.0,169923072.0,1.0
08-29T00:02,2940000000.0,75543609344.0,793088.0,284160.0,1.0
08-29T00:04,2677000000.0,75464441856.0,2964480.0,239238656.0,1.0
08-29T00:06,3110000000.0,75486986240.0,980480.0,458752.0,1.0
08-29T00:08,3619000000.0,75587649536.0,837632.0,308736.0,1.0
08-29T00:10,3280500000.0,75563008000.0,3185664.0,247578112.0,1.0
08-29T00:12,2713500000.0,75505860608.0,806400.0,283136.0,1.0
08-29T00:14,3418500000.0,75516346368.0,3276288.0,224053248.0,1.0
08-29T00:16,3379500000.0,75520540672.0,1032192.0,542208.0,1.0
08-29T00:18,3715000000.0,75550949376.0,898560.0,302080.0,1.0
08-29T00:20,3189000000.0,75499044864.0,3142656.0,246999040.0,1.0
08-29T00:22,2760500000.0,75485937664.0,786432.0,337920.0,1.0
08-29T00:24,2642000000.0,75511627776.0,3147776.0,245838848.0,1.0
08-29T00:26,3198000000.0,75589746688.0,887296.0,438784.0,1.0
08-29T00:28,2851000000.0,75517919232.0,790016.0,422912.0,1.0
08-29T00:30,2982500000.0,75499044864.0,3208704.0,248889856.0,1.0
08-29T00:32,2807500000.0,75506909184.0,1032704.0,445440.0,1.0
08-29T00:34,2749500000.0,75556716544.0,3128320.0,246184448.0,1.0
08-29T00:36,3058000000.0,75551473664.0,1011712.0,310272.0,1.0
08-29T00:38,3344500000.0,75513724928.0,913920.0,267264.0,1.0
08-29T00:40,3265000000.0,75538890752.0,3239424.0,242540032.0,1.0
08-29T00:42,3708500000.0,75569823744.0,1144320.0,276480.0,1.0
08-29T00:44,2963500000.0,75539939328.0,8824832.0,238080512.0,1.0
08-29T00:46,3419000000.0,75493277696.0,888832.0,362496.0,1.0
08-29T00:48,2580000000.0,75505336320.0,1399808.0,277504.0,1.0
08-29T00:50,3385000000.0,75537317888.0,3348480.0,248954368.0,1.0
08-29T00:52,2849500000.0,75530502144.0,2832896.0,265728.0,1.0
08-29T00:54,2369500000.0,75493801984.0,3264000.0,247360512.0,1.0
08-29T00:56,3282500000.0,75495374848.0,862720.0,410112.0,1.0
08-29T00:58,2733000000.0,75534172160.0,2763264.0,370688.0,1.0
08-29T01:00,3178000000.0,75553046528.0,3296256.0,248920064.0,1.0
08-29T01:02,2374000000.0,75492753408.0,1292288.0,367104.0,1.0
08-29T01:04,2984500000.0,75510579200.0,3155456.0,250311680.0,1.0
08-29T01:06,3046500000.0,75553570816.0,824832.0,407552.0,1.0
08-29T01:08,3950500000.0,75616485376.0,875008.0,329728.0,1.0
08-29T01:10,2850000000.0,75516870656.0,3175424.0,248597504.0,1.0
08-29T01:12,3265500000.0,75494326272.0,766464.0,666624.0,1.0
08-29T01:14,2984000000.0,75521589248.0,3494400.0,248900096.0,1.0
08-29T01:16,2564500000.0,75587125248.0,872960.0,418304.0,1.0
08-29T01:18,2357500000.0,75513724928.0,786432.0,301056.0,1.0
08-29T01:20,3021500000.0,75508482048.0,3138048.0,249025536.0,1.0
08-29T01:22,2624500000.0,75538890752.0,801792.0,311296.0,1.0
08-29T01:24,2714500000.0,75574018048.0,2947584.0,236767232.0,1.0
08-29T01:26,3046000000.0,75569823744.0,2169856.0,498688.0,1.0
08-29T01:28,2576000000.0,75506384896.0,786432.0,292352.0,1.0
08-29T01:30,3430500000.0,75557765120.0,3479552.0,236297216.0,1.0
08-29T01:32,3750500000.0,75580833792.0,911360.0,247296.0,1.0
08-29T01:34,2482500000.0,75526832128.0,2983936.0,230222848.0,1.0
08-29T01:36,3675500000.0,75489083392.0,865792.0,346624.0,1.0
08-29T01:38,2788500000.0,75512152064.0,854528.0,998912.0,1.0
08-29T01:40,2660000000.0,75550949376.0,3092992.0,218202112.0,1.0
08-29T01:42,2725000000.0,75520540672.0,945664.0,260608.0,1.0
08-29T01:44,2353500000.0,75484364800.0,8453632.0,225311232.0,1.0
08-29T01:46,3503500000.0,75523162112.0,1086976.0,375808.0,1.0
08-29T01:48,3085500000.0,75560910848.0,1010176.0,390144.0,1.0
08-29T01:50,3172500000.0,75539939328.0,3374592.0,235810816.0,1.0
08-29T01:52,2210500000.0,75484889088.0,1339904.0,727552.0,1.0
08-29T01:54,2947000000.0,75534696448.0,3251712.0,240305664.0,1.0
08-29T01:56,3337500000.0,75567726592.0,5538304.0,476160.0,1.0
08-29T01:58,2668000000.0,75471257600.0,936448.0,250880.0,1.0
08-29T02:00,3998500000.0,75505336320.0,8268288.0,222746624.0,1.0
08-29T02:02,3238500000.0,75537842176.0,1033216.0,309760.0,1.0
08-29T02:04,2949000000.0,75579785216.0,3073536.0,231519744.0,1.0
08-29T02:06,2241000000.0,75460247552.0,924672.0,477184.0,1.0
08-29T02:08,3081000000.0,75542560768.0,1081344.0,352768.0,1.0
08-29T02:10,3531000000.0,75525783552.0,5001728.0,240191488.0,1.0
08-29T02:12,2805000000.0,75551473664.0,758272.0,391680.0,1.0
08-29T02:14,3226000000.0,75493801984.0,3136000.0,239070208.0,1.0
08-29T02:16,2497500000.0,75509006336.0,947712.0,415232.0,1.0
08-29T02:18,2760000000.0,75535745024.0,770048.0,243200.0,1.0
08-29T02:20,3582500000.0,75580833792.0,3469312.0,239363072.0,1.0
08-29T02:22,3740500000.0,75565629440.0,787456.0,1333760.0,1.0
08-29T02:24,3316000000.0,75516346368.0,3151872.0,240288256.0,1.0
08-29T02:26,3777000000.0,75522113536.0,840192.0,498176.0,1.0
08-29T02:28,3025000000.0,75559862272.0,756224.0,287232.0,1.0
08-29T02:30,3525500000.0,75543085056.0,3546624.0,243223040.0,1.0
08-29T02:32,2851000000.0,75497996288.0,746496.0,298496.0,1.0
08-29T02:34,3531000000.0,75535745024.0,930304.0,8118784.0,1.0
08-29T02:36,2627500000.0,75554095104.0,896000.0,449024.0,1.0
08-29T02:38,2971000000.0,75554619392.0,1359872.0,354816.0,1.0
08-29T02:40,2936500000.0,75524734976.0,1192960.0,7814656.0,1.0
08-29T02:42,2783500000.0,75534696448.0,5948416.0,1903616.0,1.0
08-29T02:44,2820500000.0,75587649536.0,1712128.0,7366144.0,1.0
08-29T02:46,3809500000.0,75567726592.0,909312.0,395776.0,1.0
08-29T02:48,3130500000.0,75533123584.0,1412096.0,344064.0,1.0
08-29T02:50,3509500000.0,75544133632.0,878080.0,6995456.0,1.0
08-29T02:52,3565500000.0,75577688064.0,828416.0,335360.0,1.0
08-29T02:54,2847500000.0,75541512192.0,1781248.0,6630912.0,1.0
08-29T02:56,3826500000.0,75506384896.0,827392.0,398336.0,1.0
08-29T02:58,2734500000.0,75540987904.0,778240.0,407040.0,1.0
08-29T03:00,3407000000.0,75574542336.0,982016.0,6482944.0,1.0
08-29T03:02,2976500000.0,75544133632.0,894464.0,368128.0,1.0
08-29T03:04,2773500000.0,75499569152.0,1122304.0,5778432.0,1.0
08-29T03:06,2914500000.0,75535745024.0,842240.0,313344.0,1.0
08-29T03:08,3084000000.0,75624349696.0,4082176.0,3910656.0,1.0
08-29T03:10,3447000000.0,75588698112.0,1384960.0,10529792.0,1.0
08-29T03:12,2719500000.0,75521064960.0,769024.0,350208.0,1.0
08-29T03:14,2795500000.0,75553046528.0,1328128.0,5173248.0,1.0
08-29T03:16,4286000000.0,75548327936.0,980992.0,384000.0,1.0
08-29T03:18,2976000000.0,75549376512.0,934912.0,379904.0,1.0
08-29T03:20,4266000000.0,75523686400.0,1723392.0,4528128.0,1.0
08-29T03:22,2734000000.0,75533123584.0,1080832.0,400896.0,1.0
08-29T03:24,2977500000.0,75550425088.0,1456640.0,4328448.0,1.0
08-29T03:26,3531500000.0,75566153728.0,5756416.0,301056.0,1.0
08-29T03:28,2677000000.0,75494850560.0,1050112.0,388096.0,1.0
08-29T03:30,3084500000.0,75529453568.0,1513984.0,7168000.0,1.0
08-29T03:32,2729500000.0,75561959424.0,1145856.0,417280.0,1.0
08-29T03:34,2859500000.0,75600232448.0,2953728.0,3453952.0,1.0
08-29T03:36,3430000000.0,75521064960.0,1138176.0,363520.0,1.0
08-29T03:38,2326000000.0,75528929280.0,1046528.0,374784.0,1.0
08-29T03:40,3357000000.0,75578736640.0,1432064.0,3278336.0,1.0
08-29T03:42,4335000000.0,75574018048.0,1102336.0,353280.0,1.0
08-29T03:44,2649500000.0,75478073344.0,6134784.0,510976.0,1.0
08-29T03:46,3540500000.0,75500617728.0,1037824.0,360448.0,1.0
08-29T03:48,2788000000.0,75527880704.0,896000.0,466944.0,1.0
08-29T03:50,3360000000.0,75561435136.0,1551360.0,2161152.0,1.0
08-29T03:52,2534500000.0,75554095104.0,863744.0,343552.0,1.0
08-29T03:54,2629000000.0,75501142016.0,1330176.0,461824.0,1.0
08-29T03:56,2946000000.0,75527356416.0,889344.0,2666496.0,1.0
08-29T03:58,2901000000.0,75574542336.0,772608.0,325120.0,1.0
08-29T04:00,3392500000.0,75549376512.0,1571328.0,1275392.0,1.0
08-29T04:02,2480500000.0,75571920896.0,822272.0,340992.0,1.0
08-29T04:04,3009000000.0,75554095104.0,1708544.0,516096.0,1.0
08-29T04:06,4077000000.0,75562483712.0,877056.0,845312.0,1.0
08-29T04:08,2934500000.0,75579785216.0,4052480.0,4040192.0,1.0
08-29T04:10,4318000000.0,75557240832.0,1238528.0,769024.0,1.0
08-29T04:12,2930500000.0,75567202304.0,855552.0,302080.0,1.0
08-29T04:14,2859500000.0,75530502144.0,1250304.0,420352.0,1.0
08-29T04:16,3165500000.0,75565629440.0,873472.0,313344.0,1.0
08-29T04:18,2349500000.0,75494850560.0,853504.0,316928.0,1.0
08-29T04:20,3221000000.0,75532599296.0,1445376.0,436736.0,1.0
08-29T04:22,2659000000.0,75600232448.0,883712.0,660480.0,1.0
08-29T04:24,2466000000.0,75566153728.0,1611264.0,469504.0,1.0
08-29T04:26,2939000000.0,75504812032.0,957440.0,351744.0,1.0
08-29T04:28,2718000000.0,75536269312.0,879104.0,270848.0,1.0
08-29T04:30,3291500000.0,75569299456.0,1671168.0,517632.0,1.0
08-29T04:32,3335500000.0,75604951040.0,1133056.0,340992.0,1.0
08-29T04:34,2404000000.0,75507957760.0,6139904.0,531968.0,1.0
08-29T04:36,3501000000.0,75512676352.0,1083392.0,405504.0,1.0
08-29T04:38,3228000000.0,75576115200.0,997376.0,357888.0,1.0
08-29T04:40,3264500000.0,75624349696.0,1432064.0,450560.0,1.0
08-29T04:42,2313500000.0,75512152064.0,1162752.0,335360.0,1.0
08-29T04:44,3464000000.0,75543085056.0,1847808.0,492544.0,1.0
08-29T04:46,2832000000.0,75575590912.0,1212416.0,14333440.0,1.0
08-29T04:48,2455500000.0,75539415040.0,936448.0,345600.0,1.0
08-29T04:50,2912000000.0,75543609344.0,1320960.0,13677568.0,1.0
08-29T04:52,2547500000.0,75553046528.0,841216.0,292352.0,1.0
08-29T04:54,3195500000.0,75564580864.0,1592832.0,413184.0,1.0
08-29T04:56,3087500000.0,75535745024.0,1017344.0,12727808.0,1.0
08-29T04:58,2482000000.0,75498520576.0,860672.0,310272.0,1.0
08-29T05:00,4633500000.0,75567726592.0,1612288.0,13684736.0,1.0
08-29T05:02,2705000000.0,75534696448.0,799232.0,264192.0,1.0
08-29T05:04,4055000000.0,75553570816.0,1295360.0,369152.0,1.0
08-29T05:06,2281500000.0,75475976192.0,909312.0,12745216.0,1.0
08-29T05:08,2960500000.0,75589222400.0,1703936.0,3565568.0,1.0
08-29T05:10,3700500000.0,75558813696.0,1469440.0,12125184.0,1.0
08-29T05:12,2526000000.0,75533123584.0,780288.0,302592.0,1.0
08-29T05:14,3156500000.0,75515297792.0,1371136.0,452608.0,1.0
08-29T05:16,2720500000.0,75546755072.0,888832.0,11718144.0,1.0
08-29T05:18,2818500000.0,75585028096.0,800768.0,281088.0,1.0
08-29T05:20,3110500000.0,75550949376.0,1462784.0,11717120.0,1.0
08-29T05:22,2532500000.0,75478597632.0,846336.0,380928.0,1.0
08-29T05:24,4231500000.0,75514249216.0,1624576.0,488448.0,1.0
08-29T05:26,2790000000.0,75540987904.0,1059840.0,11025920.0,1.0
08-29T05:28,4014500000.0,75576639488.0,814592.0,374784.0,1.0
08-29T05:30,3411000000.0,75498520576.0,1546752.0,422912.0,1.0
08-29T05:32,2515000000.0,75510054912.0,2490368.0,366592.0,1.0
08-29T05:34,2992500000.0,75551997952.0,1206272.0,275968.0,1.0
08-29T05:36,3099000000.0,75571396608.0,887808.0,307200.0,1.0
08-29T05:38,2529000000.0,75488034816.0,824832.0,267264.0,1.0
08-29T05:40,3373500000.0,75547803648.0,1314816.0,568832.0,1.0
08-29T05:42,2913500000.0,75539939328.0,935424.0,254464.0,1.0
08-29T05:44,2844000000.0,75594989568.0,1078272.0,306176.0,1.0
08-29T05:46,3156000000.0,75473354752.0,979968.0,235008.0,1.0
08-29T05:48,2632500000.0,75504287744.0,838656.0,313344.0,1.0
08-29T05:50,3754500000.0,75511627776.0,1128960.0,259072.0,1.0
08-29T05:52,2503500000.0,75552522240.0,811520.0,247808.0,1.0
08-29T05:54,3124000000.0,75477549056.0,1138688.0,292352.0,1.0
08-29T05:56,2963000000.0,75483840512.0,1038336.0,350720.0,1.0
08-29T05:58,2837500000.0,75502190592.0,1039872.0,301568.0,1.0
08-29T06:00,2969000000.0,75562483712.0,2802176.0,412160.0,1.0
08-29T06:02,2404000000.0,75495374848.0,6567424.0,418304.0,1.0
08-29T06:04,2477500000.0,75504287744.0,2987520.0,311296.0,1.0
08-29T06:06,3064500000.0,75537842176.0,2659840.0,445952.0,1.0
08-29T06:08,2728500000.0,75636408320.0,5224960.0,526848.0,1.0
08-29T06:10,2796500000.0,75492753408.0,3043328.0,365568.0,1.0
08-29T06:12,2311000000.0,75501142016.0,4102656.0,353792.0,1.0
08-29T06:14,2480000000.0,75532599296.0,3098624.0,307200.0,1.0
08-29T06:16,3147000000.0,75546230784.0,2771456.0,359936.0,1.0
08-29T06:18,3342000000.0,75561959424.0,6264832.0,359424.0,1.0
08-29T06:20,2662000000.0,75504287744.0,2766336.0,631296.0,1.0
08-29T06:22,3697000000.0,75528404992.0,819200.0,331776.0,1.0
08-29T06:24,2525000000.0,75542036480.0,1130496.0,394240.0,1.0
08-29T06:26,3052000000.0,75554095104.0,936960.0,320512.0,1.0
08-29T06:28,2138500000.0,75455004672.0,821760.0,390144.0,1.0
08-29T06:30,3365000000.0,75511103488.0,1037824.0,288256.0,1.0
08-29T06:32,2610500000.0,75545182208.0,994816.0,1526272.0,1.0
08-29T06:34,2950000000.0,75589222400.0,1030656.0,270848.0,1.0
08-29T06:36,2976000000.0,75488034816.0,860160.0,367104.0,1.0
08-29T06:38,2299000000.0,75494850560.0,943616.0,325120.0,1.0
08-29T06:40,2592000000.0,75523686400.0,1234944.0,307712.0,1.0
08-29T06:42,3628500000.0,75568775168.0,872960.0,325120.0,1.0
08-29T06:44,2461500000.0,75482267648.0,1046528.0,310272.0,1.0
